User handle,Date of tweet,Tweet Data
passport_cutty,05-04-2017,If you think I'm shady that I kept MY business to myself then hey.
passport_cutty,05-04-2017,I do not tell my friends ALL my business and that's just how I am. Period. Everyone doesn't need to know EVERYTHING.
business,05-04-2017,These 8 U.S. states carry a trade surplus with China https://bloom.bg/2nUJtiu pic.twitter.com/q815qI7Yt6
brincesskrissy,05-04-2017," You look Tired " " You look Mean " " You Look Mad " BITCH I LOOK LIKE IM MINDING MY FUCKING BUSINESS
mariaa_lewiss,05-04-2017,Mind your business, work hard, love God, give back, repeat.
JayeJayeBee,05-04-2017,OUR relationship is OUR business
business,05-04-2017,New H-1B visa guidelines crack down on computer programmer jobs https://bloom.bg/2o6Prz3 pic.twitter.com/25VWn54J8v
HybridVigorUS,05-04-2017,How do the trumps 'succeed' at business? By not paying people too poor to sue them. pic.twitter.com/zY5cgJsBF5
AsoRock,05-04-2017,#OurPromise: Register your business within 48 hours at http://CAC.gov.ng . And you don't have to hire a lawyer to get it done.pic.twitter.com/R9xOUXtiGo
LindseyGrahamSC,05-04-2017,Great to meet with members of the @scchamber along with @SenatorTimScott and @TGowdySC. South Carolina is a great place to do business! pic.twitter.com/9MPaJEnQdH
JalenDaGaud,05-04-2017,Y'all don't be seeing me bc I be minding my business
issajae_,05-04-2017,never post yah business, yah money , or who yah fw. as far as yall know im lame , broke and im "single"
Baz4peace,05-04-2017,Massive #Australians Queue in #Melbourne CBD on #freeconeday Protesting #BenandJerrys business ties with illegal #settlements in #Palestinepic.twitter.com/jABoFxE4yc
CortezJasmine22,05-04-2017,Tf I need to get on twitter for and talk shit hoes trifling now a days they will put your business out there for the attention.
flwrpwr1969,05-04-2017,Mar-A-Lagoa cash cow 4 #CorrupTrump & Family, a free pleasure den 4GOP, a business conference hall, diplomat haven pic.twitter.com/NccJCE7zrS
codi_pangallo,05-04-2017,i mind my own business, keep to myself, & talk to only about 3 people daily. yet my name is always in other's mouths.. weird
ExtremeLowEnerg,05-04-2017,Check our these 4 new clients who have saved up to 87% on their #energy usage! #SeftonHour We are a Formby based business #techpic.twitter.com/kQQae8pMVm
icanliftacara,05-04-2017,tired of stem/business majors shitting on humanities...ur jobs essentially exist to serve ppl better...shouldn't u try to understand them?
Onision,05-04-2017,Come on hero business President, throw on your cape and work your magic. pic.twitter.com/uOyDu0azqy
LabourEoin,05-04-2017,A good journalist would have spent their day investigating the business folk that accompanied Theresa May to Saudi Arabia. Any Arms Dealers?
Vibracy,05-04-2017,It's fucked up when people throw things from your past in your face. That's why you can't be telling people ya business nowadays.
Fish_Report,05-04-2017,Houston Wildcats boys basketball coach Brad Francis resigned today due to a business pursuit with his son.
WWENetwork,05-04-2017,"He was a big risk, but he was a CALCULATED risk. We wanted to do business with him in a big way." - @StephMcMahon #MondayNightWarpic.twitter.com/crt1FFjVCh
business,05-04-2017,Here's why tensions are flaring over Gibraltar https://bloom.bg/2nUwYmY pic.twitter.com/AfLhOWj1kV
business,05-04-2017,Here is a guide to the French elections and what it means https://bloom.bg/2o6CC7O  #LeGrandDebatpic.twitter.com/II4Qaa5FCN
bercbon4,05-04-2017,I order from @wayfair Will be cancelling my current order with them and no longer being doing business as long as keep O'Reilly ads.
FoxNewsResearch,05-04-2017,Since taking office, @POTUS #Trump has held 17 meetings with more than 170 CEOs, corporate leaders, and small business leaders
iAmJCotti,05-04-2017,me, watching y'all tell all your business on here. pic.twitter.com/2DD6zlppHF
voteleavelied,05-04-2017,Brexit not just affront to liberal values but conservative values too: British power/influence, British business, individual opportunities
RapidAccom,05-04-2017,It's about time to introduce ourselves.We source business stays across the UK.Looking for companies that book accommodation #SBSwinnershour
thajuicegoddess,05-04-2017,I just be minding my own business. I could give a fuck abou what the next mf got going on.
EarnhardtKelley,05-04-2017,These two are some of the toughest negotiators I've encountered in my business career. pic.twitter.com/rk8kwebmr1
gorgeousmuva,05-04-2017,I swear Ugly People Do The Fucking Most , Like Damn Mind Yo Fucking Business Stop Worrying About Me & Mines
BarbaraCorcoran,05-04-2017,Business is the most creative sport in the world. If you can dream it, you can actually make it happen.
YoungScarver,05-04-2017,PSA : Mind yo damn business
DaiJuelz,05-04-2017,IF MY NIGGA SAY HE SORRY BITCH HE SORRY THIS PUSSY NOT GONE EAT ITSELF MIND YOUR MFIN BUSINESS
shane_barker,05-04-2017,Be successful, You live only once! http://bit.ly/2mVO7vz  #business #success #advicepic.twitter.com/eBo4X9KsTH
DrGPradhan,05-04-2017,The Zumas & the Guptas - the Zuptas Most corrupt Business Family In SA Their CFO was Ex SBI Off @MEAQuery & @FinMinIndia should b Watchfulpic.twitter.com/aK0yMjDKOI
AWraight_AP,05-04-2017,We have our award! Proud of our business. A credit to founders Richard & Kate Phillips @AshdownPhillips #PropertyAwards #BestPlacestoWorkpic.twitter.com/pPNePrNw9E
Lacoste_Bay67,05-04-2017,No one will ever understand why you fuck with someone so hard, but it's none of their business anyway
ipfconline1,05-04-2017,Why Your #Business Needs #SocialMedia v/ @thelifetech_com #DigitalMarketing #SMM #Mpgvip #defstar5 #SocialMediaMarketing #GrowthHacking #SEOpic.twitter.com/ebkXu8ovhb
BestDailyHarry,05-04-2017,Look at Harry, how happy he looks... this boy is for sure having the time of his life and is about to rock the music business. A legend. pic.twitter.com/T8O62jI280
Smith83K,05-04-2017,Do you think Susan Rice did anything out of usual course of business as National Security Advisor to unmask names on reports she received?
bxllaneira,05-04-2017,putting your business on social media makes you look dumb. grow up.
cyanparade,05-04-2017,Respect the staff. Ship whatever you want, whatever headcanons, it's your own business. Stop harassing the staff. Stop harassing each other.
funder,05-04-2017,Let's get back to business. #trumprussia #russiagate #resistpic.twitter.com/qYCBhwE7L7
visionarez,05-04-2017,if he don’t stare at me while i'm minding my business i don’t want him
joeimel,05-04-2017,Female calls work, no answer, calls BGPD to send unit to check on business. Then says if anyone there, tell them I won’t be at work tomorrow
Letters4America,05-04-2017,IF OBAMA misusing GOVT Intel resources against Trump, who else did they target? Judges? Justice Roberts? Politicians? business leaders? You?
SaviourMusonda,05-04-2017,I dont care if my ex upgrades,downgrades,left grades,right grades, etc. What they do after me isn't my business.wen I'm past u,I'm past you
GodfreyRgodfrey,05-04-2017,Boom. We're in business!!!!! @natilikgroup #sparkboard #cisco sparkpic.twitter.com/kFr0NVYr9h
madisonclarkee_,05-04-2017,MY LIFE IS MY LIFE. MY BUISNESS IS MY BUSINESS. MY DECISIONS ARE MY DECISIONS. IF U DONT LIKE THEM LEAVE MY LIFE
Cedric_Nzaka,05-04-2017,Most important thing in business is honesty, integrity, hard work, family, never forgetting where we came from. - Frank Lucas
Humble_hbic,05-04-2017,we arguing? OUR BUSINESS. we having sex? OUR BUSINESS. we off rn? OUR BUSINESS. we into it rn? OUR BUSINESS. keep ya love life private
mstewart_23,05-04-2017,Can't fail but be impressed with how our FM is going about business in US while Theresa May is trying to sell arms in Saudi #ScotlandAbroad
khalilwhite12,05-04-2017,When nobody in yo business everything run smoother
wwwPGAtoday,05-04-2017,BitCoin in Branded Entertainment http://irishtechnews.ie/how-film-fashion-and-the-music-business-can-learn-to-collaborate-and-innovate-from-the-tech-sector/ … #BitCoin #BlockChain #Innovation #CryptoCurrency #Business #Technology #Future #RTpic.twitter.com/1WH92Dredc
forgeaheadio,05-04-2017,Business Model Transformation - Where Are You? http://bit.ly/2odyfrO : @CloudExpo #DigitalTransformation BigData #BusinessTransformationpic.twitter.com/ZNK1DYcsem
utilitywiseplc,05-04-2017,Text WATER to 62277 for help with your business water bills - the U-Team are on the case! http://hubs.ly/H06ZvZk0  #UTWwater #UTeampic.twitter.com/0bYiTNF9Sh
PTICPOfficial,04-04-2017,#HappyBirthdayPanama On this high pedestal,NS unveiled how his business empire was established while the nation was asking for #MoneyTrail.pic.twitter.com/Ip4HuNYm4D
RickyBird11811,04-04-2017,Corporatist Jeff Zucker has unfettered Monopolies to influence politics/culture to serve his business interests. How is this legal? pic.twitter.com/HtIhWGagWm
anastasiatalley,04-04-2017,For anyone trying to save money: minding your business is free.
_jaytrese,04-04-2017,What we do is OUR business .
business,04-04-2017,Spotify's new deal with Universal will give access to some music to subscribers only https://bloom.bg/2nU3Qw1 pic.twitter.com/F2rUoZGW5Y
StankTheCowdog,04-04-2017,I'm still not over Hastings going out of business. Where am I supposed to by my 3 foot gummy snakes now?
abiotmledwaba,04-04-2017,#TeamtalkwithTibz with @SHOWtibzLOVE and @fcfortune Magnificent Communications in the building taking care of the business. pic.twitter.com/qZWx9VLDuE
iceyB103,04-04-2017,Pay ya bills & mind ya business, it's simple
creepingsharia,04-04-2017,Illinois: Muslim used fake business to rob taxpayers, illegally sell millions in cigarettes https://creepingsharia.wordpress.com/2017/04/04/illinois-muslim-fake-business-cigarettes …pic.twitter.com/9HzM4lo7Jk
polblonde,04-04-2017,Comforting to know that when we no longer have a trade deal with EU, we can do more business with a theocracy that executes ppl in public.
RestiveRabble,04-04-2017,I #StandWithHFC because Congress has no business being in the insurance business. We need #FullRepeal & free-mkt solutions, not DC's "help."pic.twitter.com/KmYtUDD07i
YogaLatest,04-04-2017,Heavy metal #Yoga is the latest fitness fad to take on London - Business Insider UK http://dlvr.it/NpJSyy  #Yogapic.twitter.com/BEQYSbFG2B
TheSopranoQuote,04-04-2017,Tony- "What two businesses have been recession-proof since time immemorial?" Silvio- "Certain aspects of show business, and our thing."
bigpapib___,04-04-2017,minding my business is my favorite thing to do.
MYTotalOffice,04-04-2017,Come and see us tomorrow at Bolton's Macron Stadium @e3budinessexpo doors open at 10:30 #e3expo17 #business pic.twitter.com/hBsn53lz8D
ipfconline1,04-04-2017,Major #CyberSecurity for Your #Business: The #Ransomware Rescue Plan [Infographic] #CyberAttackspic.twitter.com/OjXIm8tTcA
SarcasmMother,04-04-2017,8th grade is last place you make genuine friends. After that everyone is a business partner.
Insights2Growth,04-04-2017,If you want your business to grow, check out our solutions to get you there. http://bit.ly/1SCXw5m pic.twitter.com/ec9pb6IuUd
BrysonTlIIer,04-04-2017,u gotta stay down, pray, get $ & mind your business
Yznhymer,04-04-2017,Unbelievable.This is what happens when they say,"But government needs business people to straight things out."T has no human relation skills
MphoThe_Queen,04-04-2017,The ancestors tsa Babeile means business, now Sonti is loosing everything cos she broke their son's heart.... #skeemsaam
RapperjasonThe,04-04-2017,Just invested $740 with @Issa_Baddiee successful transaction go do business asap pic.twitter.com/aQ5ABPJXDQ
lillaflare2,04-04-2017,No one will ever understand why you fw with someone so hard, but it's none of their business
StratifydTweets,04-04-2017,RT @DerekWangPhD Educating clients on the true business value of our #analytics platform is the priority.It’s never good to hear“cool tool … pic.twitter.com/bGGIwu2wCn
taylorcaniff,04-04-2017,I'm on the road on some business shit hah i'll return to youtube once i have 6hours to edit. Until then watch some of my own shit.. haha
ELROYJETSONE,04-04-2017,Beyoncé doesn't really need you to repost her new album cover......Your friend w/ the new small business would benefit from a post though!
OsmundsenTerje,04-04-2017,"Turning SDGs into business oppurtunities". @BjornKHaugland presented examples from the work of DNV GLs and @Sustainia #utviklingsmeldingenpic.twitter.com/pidUtdiZiU
RobertMarrs65,04-04-2017,Its time to stop the BS Games and start arresting the TRAITORS .. Put the Lying Media out of business .. and FIX THIS COUNTRY !!!!!
business,04-04-2017,Goldman's former Manhattan headquarters are close to being sold, source says https://bloom.bg/2o66iBW pic.twitter.com/wckSlkQcMs
FoxBusiness,04-04-2017,NYSE Pres Thomas Farley: "Business confidence has improved, consumer confidence has improved since the election." pic.twitter.com/gF7DCS6cs4
Latina_buenita,04-04-2017,people needa mind they own goddamn business
MikeAdamOnAir,04-04-2017,Who is the biggest fashion icon in the music business currently?
AmosPosner,04-04-2017,Life hack: Keep the business cards of people you don't like, and give them to other people you don't like who ask for your business card.
felabankolemoh,04-04-2017,We recognize that for this project to work, there has to be a solid business model around it & we are engaging private sector #LagosEdTech
dip_magazine,04-04-2017,Big business knows how important security is to personal development. The creative case for #BasicIncome http://designispolitical.com/futurism/how-a-universal-basic-income-could-turbocharge-the-creative-sector …pic.twitter.com/LQ0ozwemzS
business,04-04-2017,Even some within the ruling party don't want a Brexit deal, U.K. chancellor tells Bloomberg https://bloom.bg/2o5XGv9 pic.twitter.com/kQ1lv5L5pz
ibe_andrew,04-04-2017,I stay out the way and mind my own business
itsMichelleBouh,04-04-2017,You order something online and the money is stripped from your account in seconds. You want a refund, now they chatting 7-10 business days
KeyBaabe,04-04-2017,ALL Y'ALL BITCHES FAKE. How you go back talking to a bitch that put all yo business out & wanted to fight you?
RandyHilarski,04-04-2017,Never Get Angry, Never Make a Threat, Reason with People. #Life #Wisdom #Business #Entrepreneurspic.twitter.com/HhJvLaZQHq
Deebar7,04-04-2017,KathNails may not be the most innovative business name but it's super sweet that it sounds like it's a big nod to the love team & the fans
NkanyeziKubheka,04-04-2017,It ain't a secret, but it ain't your business either.
BasicIncomeNews,04-04-2017,Basic Income provides citizens Consumer power Business capital Less fear of failure Time The foundation of a passion based economy
business,04-04-2017,Israeli troops were stung in an operation carried out on Facebook by Hamas militants https://bloom.bg/2o5SmYF pic.twitter.com/pI6c8sbIVu
I804jackboy,04-04-2017,At this point I don't even wanna hear negative shit about other people; That's their business, not mine
MeganZarina,04-04-2017,Business in the front, party in the back pic.twitter.com/mAWvbFhPsi
DerekWangPhD,04-04-2017,We are in the business of selling a value-based product. Clients must see the return on their money. #BigData #Analytics#Startuppic.twitter.com/LhvAvRxxXE
issajae_,04-04-2017,i just be minding my business yall
alIycxt,04-04-2017,if it's breaking the bank to throw an extra $5-$10 on da table u definitely had no business going out to eat https://twitter.com/parisnofrance/status/849271587945803778 …
immigrant4trump,04-04-2017,President Trump is going to Make America Great Again regardless of the color of your skin, no more business as usual GO TRUMP #MAGA #Trumppic.twitter.com/ttq1DiI45Y
westsidefuture,04-04-2017,just worry about your business and do what you need to do to stay on point .
ipfconline1,04-04-2017,7 Ways #ArtificialIntelligence Is Changing Your #Business & Your Customers http://buff.ly/2dVqpde  @Absolutdata #DigitalTransformation #AIpic.twitter.com/swngFv0jTi
carolinesm,04-04-2017,Music business and technology changing every single day you can't be scared to adjust your methods with the time & try new things
SarahBlocksidge,04-04-2017,Check out this list of 20 small business making an impact in NEO! #cle #thisiscle http://bit.ly/2oEG7jJ pic.twitter.com/Kdyp0Gc3Lm
mzobe_mzobe2,04-04-2017,Friday the JSE will be open for business & whites making money while u blacks expected to fight their battles #FreedomFriday
EntreLeadership,04-04-2017,Dave explains the one essential every small-business owner needs. It’s so simple that you probably don’t realize its power. pic.twitter.com/ucFVL5WqOA
tantinejo_,04-04-2017,People don't like minding their business init
khalabreaux,04-04-2017,you not finna be my friend and tell me my business ain't yours. you can't pick and choose when you want to be deeply involved with me.
maroq,04-04-2017,By the way, I give out loans (no collateral/guarantor) to individuals, and also free business consulting/loans to businesses.
brown_kaytlin,04-04-2017,"you never come to school what are you going to do when you get a job" uhhh get money and mind my own business lmao where will you be
MumsVillage,04-04-2017,Less than 24hrs to go! Join us tomorrow, Wed 5th April at 11a.m Topic: "Taking Your Business To The Next Level" #WomenWorkKE #VillageBuzzpic.twitter.com/r129ilpqbk
camillehlopez,04-04-2017,u gotta stay down, pray, get $ & mind your business
iamdougiekent,04-04-2017,It's strictly business baby girl pic.twitter.com/n0UKmslz0Q
Canada_Startups,04-04-2017,Biggest Small Business Mistakes https://www.canadastartups.org/biggest-small-business-mistakes/ …pic.twitter.com/lc34bFPNXT
kendall_ambrose,04-04-2017,Chipotle could literally put qdoba out of business if they served queso and delivered
BIackKodak,04-04-2017,No one will ever understand why you fuck with someone so hard, but it's none of their business.
CitizenSlant,04-04-2017,WATCH: CBS Reporter Checks Sean Spicer During Presser: ‘White House Isn’t Meant to be Run as a Family Business’ http://citizenslant.com/reporter-spicer-family-business/ …pic.twitter.com/ZBh6GyEn1I
raghvrai,04-04-2017,Sir, #EnoughFakeCases 've been increasing like Business after defamingINNOCENT .is it OK? pic.twitter.com/3RlWbRORLR
Canada_Startups,04-04-2017,Critical Steps: To Starting a Small #Business https://www.canadastartups.org/most-critical-step-to-starting-a-business/ …
ConnerCowgirl,04-04-2017,Come and join this great platform for independent business owners and network marketers. Help me win a contest https://www.mlmgateway.com/?refcode=13036763 … pic.twitter.com/dC3stuTzws
IyamuBetty,04-04-2017,Mobilizing people to vote Efe is not an easy task but is the best thing ever....... Back to business of voting Efe. #teamefe #BBNaija
ggiittiikkaa,04-04-2017,#YoKejriwalSoPoor that his family holidays abroad; he flies Business Class; does khansi ilaaj in Blore for 32 lac;pays lawyer 4cr! Bechara! pic.twitter.com/cOLncKz6CI
vfmnr,04-04-2017,It takes time to actually put up your own business, that's why it took Kath 3 years noh. You need research and planning.
HeathClarkBRUK,04-04-2017,Amazon to focus on wooing #business customers in UK as it expands beyond consumers! http://bit.ly/2nXK04K  http://www.HeathClark.co.uk pic.twitter.com/PtMBm9hUIC
sserrenax,04-04-2017,When you're in class minding ur damn business and u hear ya man name come out a female's mouth pic.twitter.com/zcjhGuxEwt
ladruggie,04-04-2017,how you feel is none of my business
pascualyvette,04-04-2017,Kath's salon name is actually witty. Tatatak sa tao 'yung business name. Also, she OWNS the business, she can name it whatever she wants.
_ericelliott,04-04-2017,Life is simpler when UI components are unaware of the network, business logic, or app state. Given same props, always render same data.
JoyceBruns,04-04-2017,Anyone still want the federal gov't in the HealthCare business with access to their electronic medical records? @SecPriceMD
milkteu,04-04-2017,sehun looks like a dad who just came back from a long business trip and is excited to see his daughter pic.twitter.com/XZYrgyBd4T
jochendria,04-04-2017,Rants here, there and everywhere again. Focus on your fandom's issue (concert chaos) than messing around with Kathryn's business.
MwicigiKamotho,04-04-2017,#IAmNotFollowingYouBecause you never mind yah business
barrnardo,04-04-2017,i actually love kathnails. atleast kath named her business after kathniels, she (and dj) are proud of kns. e kayo? HAHAHAHAHA no comment.
Forbes,04-04-2017,Trump's separation of business and state is murky at best http://on.forbes.com/60178bqQd pic.twitter.com/8lOCQtftOJ
richardbranson,04-04-2017,One in every five @VirginStartUp entrepreneurs have a business in the food & drink sector: https://virg.in/Z9C  #VirginFoodpreneurpic.twitter.com/FH1d4kIDYG
kajalshah76,04-04-2017,#Ishra Counsellor suggesting to separate adi ruhi in business Puttar's expression n jkr toh #Divan pic.twitter.com/wXxFKpqSjX
kxthnielou,04-04-2017,Kath's nail salon is her own business, planned for two years and it's for her mom. So what are these dumb asses babbling about.
himani_kankaria,04-04-2017,Social Media Strategy for Businesses #socialmedia #socialmediamarketing #makeyourownlane #startups #business #defstar5 #DigitalMarketingpic.twitter.com/bQCj8937ev
VideoViralViews,04-04-2017,RT & LIKE http://VideoViralViews.com  has been in business over 9 years bringing you viral marketing for #YouTube!!! Video seeding buy YT viewspic.twitter.com/bbLTcAkSJV
wonkyKrystol,04-04-2017,Got my print from @hawberries_ a week earlier than expected! Its beautiful!!! (also your business card is so nice!) pic.twitter.com/P5bYReXtU2
sagechristucker,04-04-2017,Partner Enablement Speakers @geoffwatson01 @CTaylorSage all ready for the biggest business event of the year! #sagesummitpic.twitter.com/tOWPH6jwl8
business,04-04-2017,Are we due for a recession? https://bloom.bg/2nT6rqi pic.twitter.com/6LjQ1KktBj
ipfconline1,04-04-2017,#Startups: How to Grow your #Business #GrowthHacking #DigitalMarketing #ContentMarketing #SEO #SMM v/ @jminguezc #Defstar5 #MakeYourOwnLanepic.twitter.com/P8MgVJlFIj
utilitywiseplc,04-04-2017,Struggling with bills? Call in the U-Team! Text WATER to 62277 to find out how you could save on your business water. #UTWwater #UTeampic.twitter.com/hVJBfGpCfy
AngrySalmond,04-04-2017,Theresa May won't condemn a refugee ban and does business with the Saudis...but rebranding Easter is a step too far?
RealGloTevo,04-04-2017,i be minding my business in da hallway. speak when spoken to
TakeiaCage,04-04-2017,Claiming every single thing God has planned for me, my business and my life! pic.twitter.com/PY7vIDWCCJ
faaaactt,04-04-2017,Steve Jobs' first business was actually selling blue boxes that would allow users to get free phone service illegally.
business,04-04-2017,Manhattan home resales climb for first time in 18 months as sellers agree to lower prices https://bloom.bg/2o5no2R pic.twitter.com/ZqzlvZfoKj
katiyaj_,04-04-2017,handle your business first. secure the bag.
mhtmagandhii,04-04-2017,The United States spends more money on the murderous business of war than all other countries combined.
MusicalBumps,04-04-2017,Could you run your own early years music business? Find out more now! http://www.musicalbumps.com/business-opportunities/ …pic.twitter.com/1NVruFo6jh
keepdalightson_,04-04-2017,4. Looking stupid on social media telling all your relationships business
Canada_Startups,04-04-2017,Thanks for the follow @Danielaszt @SolarShare! Let us know if you have questions about our Business Startup Portal http://www.canadastartups.org 
Caribbean_Boi,04-04-2017,How in the hell is it gonna take 3-5 business days to refund me money that you just took out my account in 3-5 seconds?
NdzaviD,04-04-2017,Dear Entrepreneur Don't let negative news demotivate you in building your Business Empire, that should actually make you work twice as much
QuebecStartups,04-04-2017,Biggest Small Business Mistakes https://www.canadastartups.org/biggest-small-business-mistakes/ …pic.twitter.com/nD3cinBP5Q
RealJohnSimms,04-04-2017,Balance realism and idealism - John Simms #enlightenment #psychology #entrepreneur #business #success #spiritual #selfhelp #stlouis #stl
business,04-04-2017,Hungary's PM doubles down on bill that would shut down university founded by George Soros https://bloom.bg/2o5dTAH pic.twitter.com/YKtLLmhy7t
BizGalz,04-04-2017,We are thrilled to have @beverlywalthour joining us on 4/10 as our #BizGalz guest to chat building a successful online business. pic.twitter.com/OKmig3NEe4
mattpriorvideo,04-04-2017,Went on business radio this morning with regular collaborator @Stedders325 Thanks Tino for being a great host @businessradio1pic.twitter.com/CJ4QH9SEA3
business,04-04-2017,President Buhari’s change of tack in Nigeria’s Niger River delta boosts oil output https://bloom.bg/2o5jjf0 pic.twitter.com/6bVLI6PkAi
LegacyMagzn,04-04-2017,7 Effective Business Success Tips for Entrepreneurs http://legacymagazineng.com/7-effective-business-success-tips-for-entrepreneurs/ …pic.twitter.com/mwCWdXG3TQ
DonaldLanders,04-04-2017,Reasons You Need Mental Strength to Be Successful. For Business Funding Nationwide... http://www.dbigfish.com  http://businessphilosophyclubs.info/7-reasons-you- pic.twitter.com/LRhvhqrE98
business,04-04-2017,U.S. car demand collapses in threat to Trump's factory push https://bloom.bg/2o5hHlw pic.twitter.com/VmSJMOmT6Y
business,04-04-2017,EU leaders step up efforts to deal with a pile of bad debt worth more than $1.1 trillion https://bloom.bg/2nSwlKz pic.twitter.com/T8LnxI4nTm
drboycewatkins1,04-04-2017,Choose life and business partners who make you better, not people who cause you to carry an unbearable load
DosocialmediaUK,04-04-2017,#elevenseshour Tweetup 2night #tweetursis 9pm to 10.30 pm women in business @KarenKCcoaching @Theresa_Peers @ilovedodgerdog @TweeturbizUK
WoodArtsUniv,04-04-2017,Upto 65% off globe pen stand w/ business card holder will add a touch of elegance to office. https://goo.gl/7Oe8E4  @CorpoBienestarpic.twitter.com/5eu4O1V3zC
business,04-04-2017,The world’s best currency rally this year is finding fresh support from hedge funds https://bloom.bg/2nSBMcG pic.twitter.com/4cBq8XF5xr
CherylUpNorth,04-04-2017,And Ivanka has no business advising anyone about anything.
NightStayApp,04-04-2017,#SportYourSunscreen On your next #Business trip, don't stay at a budget #hotel. Last-minute deals on luxury hotels @ http://www.nightstay.in/app pic.twitter.com/R6peMZjcvT
ChaabanRabih,04-04-2017,Social care for the elderly and disabled is in crisis –while the super-rich & big business get giveaways worth £73bn http://press.labour.org.uk/post/159185350479/jeremy-corbyn-speech-to-launch-labours-local …pic.twitter.com/XgJsrUzJPS
ImKhweziN,04-04-2017,Khanyi Dhlomo stays slaying and minds her business. An inspirational woman.
ActiveResistanc,04-04-2017,Just like Jared Kushner has no business parading himself as a representative of the US government
MaxineWaters,04-04-2017,It's also worth noting E. Prince (Blackwater) is Betsy DeVos' brother - a person who has no business leading the Dept. of Education!
business,04-04-2017,If you think your student debt company wants to help you pay your loan, guess again https://bloom.bg/2o52O2x pic.twitter.com/k9cqsNddl3
UTW_RanjitS,04-04-2017,U team assemble  @utilitywiseplc  #UTWwater, #openwatermarket, #UTeam #lifeatUTW #business #charitytuesday #MPANMAN #waterdereg #redpic.twitter.com/S3x5iXlr5q
_chloemorton,04-04-2017,At this age you would think people would wise up and mind their own business. What the fuck is wrong with people talking shit nowadays
MrGrunt101,04-04-2017,When is @OUTASA going to advise South African business of a trust account where PAYE, VAT and Provisional tax can be held until Zuma falls?
WordsPosts,04-04-2017,The less people you have in your business, the less drama you will have in your life.
jalloyd4,04-04-2017,For an ethical #business, does selling up always mean selling out? @_ellengoodman @clearlyso https://www.clearlyso.com/for-an-ethical-business-does-selling-up-always-mean-selling-out/ … #ashokaatskoll #skollwfpic.twitter.com/KhHYiugU4q
Ronald_vanLoon,04-04-2017,7 Open Source Big Data Business Intelligence Tools | #BigData #BusinessIntelligence #RT http://bit.ly/2cs3zLG pic.twitter.com/VkLtxUXIOe
stationrdmktg,04-04-2017,Great to see our client @MSCNutritionCo & @samdavey1993 featured on @WalesBusiness today http://bit.ly/2oDOgEV  #business #Wales pic.twitter.com/JkpF7i7phy
MuhammadAzhar05,04-04-2017,Tragic that journalists r being used as human shields to protect black business of fake degrees run by BOL #????_????_????_???
MatchAffinity,04-04-2017,The old mantra of ‘be everywhere’ will quickly be replaced with ‘be where it matters to our business'. - Mike Stelzner #quote
DenkyuuMedia,04-04-2017,Business Intelligence in the Cloud Is Finally As Smart As Its Name http://dlvr.it/Np7Z1F pic.twitter.com/Pz9n7aXWMv
WRALEmmy,04-04-2017,SHIRTS BEING MADE! Take a look at what I'm seeing here in Hillsborough. They have 20K to get done by business hours! #WRAL @WRALpic.twitter.com/Ll1n4DyVOO
TheDailyBunny,04-04-2017,Bunny's fur is business in the front, party in the back: http://dailybunny.org/2017/04/04/bunnys-fur-is-business-in-the-front-party-in-the-back/ …pic.twitter.com/SjqdiBnjUg
KeoraMahlobo,04-04-2017,#Zuma black business ownership has to increase in order to maintain sustainability #Transnet @ann7tv
jim3love,04-04-2017,#NnamdiKanu/ #IPOB is formidable, resolute, unshakeable & relentless. We re here for business which is #Biafra restoration. #FreeBiafra.
EdwardBrass1501,04-04-2017,Businesses and business leaders should also participate in the #ShutDownSA on Friday because they are equally affected by the issues.
FQanini,04-04-2017,Nigeria's poised to overtake SA as Africa's top market; Kenya to remain 3rd according to @ecn_africa's 2017 African Business Outlook Survey. pic.twitter.com/SE28VaoL7g
JeffBarnhartCMA,04-04-2017,3 Reasons Your Employees Are Miserable at Work ( and What to Do About It) http://dlvr.it/Np7DPc  #business #leadershippic.twitter.com/h8vb4Xbm8V
MillionaireMP3,04-04-2017,Be very selective where you...  #entrepreneur #business #quote @grantcardone  SEE MORE --> https://goo.gl/UM7yah pic.twitter.com/eYavXY8KwG
ipfconline1,04-04-2017,#SEO: 10 Tips for Finding The Profitable Keywords for Your #Business [Infographic] #GrowthHacking #DigitalMarketingpic.twitter.com/u8L4CUXuXa
business,04-04-2017,The secret story of Wall Street’s largest oil trade https://bloom.bg/2o4Xw7g pic.twitter.com/f5dmoIQHXs
BrexitBin,04-04-2017,Just spoke to the guy who services my boiler in the UK. He's sold his business and his house, and is moving up to Scotland. Coincidence?
Yolk_Recruit,04-04-2017,Think you can beat the business brains of Cardiff? Sign up a team for our charity pub quiz on 4 May http://bit.ly/2oTVC6J  #yolkpubquizpic.twitter.com/WNb75dY0tm
Abhina_Prakash,04-04-2017,Perhaps it's a first time that #Dalits representing Indian business. DICCI chairman Milind Kamble as co-chair of Indo-Malaysia CEO forum. pic.twitter.com/nAbpp7CAL4
WilkinsonJamesD,04-04-2017,How To Find Out If You're Underpaid http://swft.so/3WLG3LdW  #leadership #business pic.twitter.com/EDnaw5d8QG
MelsWardrobe,04-04-2017,Sometimes I hear stuff and I think "rah, I really have been minding my business what the hell is this?!?" I feel like I'm on my own island.
