User handle,Date of tweet,Tweet Data
4fortune424,06-04-2017,Sky you doing TOO much! Ceasar was wrong for telling Kitty business to everyone. #BlackInkCrew
Club1984_,06-04-2017,Back in business. - @Arsenalpic.twitter.com/QMUqHid53Z
TrueFactsStated,06-04-2017,President Trump. In 2013 when Assad murdered 1,400 people with poison gas you said Syria was not our business. What changed?
business,07-04-2017,Nobody agrees on how to ease Toronto’s problematic housing boom https://bloom.bg/2oFVP1d pic.twitter.com/PlknbxNq0T
txt_bts,12-04-2017,Taehyung: *minding his own business* Jungkook: you picking a fight with me punk??
_e_marketing_,03-04-2017,One click install VPS #HOSTING http://goo.gl/AGd1wt  #MakeMoneyOnline | SEO Tips | How Direct Marketing Can Improve Your Business
DH_Inbound,06-04-2017,#Day2 at #SageSummit!! Swing by the @Startup_van and tell us your business story!! pic.twitter.com/kQUsjMFydB
ToddAndLeahRae,03-04-2017,If you want to succeed in your business, having the right mindset is KEY! Check this out at http://ow.ly/YApiF pic.twitter.com/Q8JSi9i4UD
gritika123,11-04-2017,#business # disruption #mpgvip #growthhacking #innovation #makeyourownlane #iot #defstar5pic.twitter.com/yMNupOHj1L
business,04-04-2017,If you think your student debt company wants to help you pay your loan, guess again https://bloom.bg/2o52O2x pic.twitter.com/k9cqsNddl3
tagbusiness,03-04-2017,Leadership, Life and Style. Help me improve each aspect of your life, business and career. http://www.leadershiplifeandstyle.com.au 
Hlaovan,08-04-2017,Master the Art of minding your own business.....the benefits are so
business,12-04-2017,Top Mexico stock-picker says country's benchmark gauge is too expensive https://bloom.bg/2p2DkUc pic.twitter.com/igpqDYItzq
FEIntl,03-04-2017,Looking to buy an internet business? Here are ways to finance your investment https://feinternational.com/blog/buy-a-website-with-finance/ …
BritttanyJeanne,07-04-2017,You ever want to talk to someone about something that bothers you but it ain't your business to be upset about in the first place anyway?
TheSpoonyOne,03-04-2017,The Red Track Suits show up in Red Track Suits and the Tojos appear to this rumble in their designer business suits. Keepin' it classy.
FollowCII,10-04-2017,CII Business Confidence Index for Jan-Mar 2017 quarter surges to an all-time high of 64.1 as Sentiment Improves within Industry @makeinindiapic.twitter.com/mdfeP2OEKL
TrowdYT,04-04-2017,ST 57 Monkey Business Giveaway To enter you must: • Follow me • Retweet & Like • Like & Sub: http://bit.ly/2o95oCl  (Proof!) 42 hourspic.twitter.com/Q2cQm3Fr4H
DriveNowIns,03-04-2017,What kind of business insurance do I need? At the very least, every small business needs property insurance and … http://ift.tt/2nZZvcS pic.twitter.com/gELpNkPCWT
maneetsiwach,09-04-2017,How To Optimize the New #LinkedIn for Your Business #digitalmarketing #mpgvip #defstar5 #makeyourownlane #spdc http://buff.ly/2pceAoX pic.twitter.com/4DBkFEXgH6
TheSuzannahLee,03-04-2017,Anxiety is so weird I can just be at work minding my own business and then my brain comes outta nowhere like "P A N I C"
business,04-04-2017,If you think your student debt company wants to help you pay your loan, guess again https://bloom.bg/2nRclIh pic.twitter.com/CIJmtfb8YV
business,03-04-2017,Bombardier defers part of its executive pay until 2020 as the planemaker bows to uproar https://bloom.bg/2ozryh5 pic.twitter.com/LY3OrWp1pS
Campbell_simm,08-04-2017,Love seeing my fiends doing well.. wether it's cars, watches, business', houses. Or even just being happy within themselves I just like it
AllAbTheMonaeee,03-04-2017,Wish bitches would mind their business
marshawright,03-04-2017,If you know it really is right, then do not let the fear of failure stop you, you know what is best! #nofear #business #success #intuitionpic.twitter.com/xxfo73RbFo
Teleport2Me_,03-04-2017,On second thought... that's none of my business
FbgSumz,03-04-2017,Idk bro i was just walking minding my business & then BOOM
press_aware,03-04-2017,China’s South China Sea bases almost done – http://CNN.com  http://pressaware.com/?p=21981  #business pic.twitter.com/oZ7jvsvXwJ
ConwayMdluli,03-04-2017,If you run a business, I'll never ask for your products or services for free. Let's learn to empower one another without asking favours.
marxistotle,03-04-2017,the dude presenting is a business major what a Surprise
ricardojkay,07-04-2017,some y'all got 400 followers with a business email in ur bio... stfu before i email u my homework
ericosu1,03-04-2017,What did I just watch? Lmaooo
issajae_,05-04-2017,never post yah business, yah money , or who yah fw. as far as yall know im lame , broke and im "single"
ReformedPsycho,03-04-2017,Boat Race 2017: Oxford win men's race as Cambridge's women row to record - International Business Times, UK Edition https://apple.news/AgalnJ4b_RV25VIhYOT9n6w …
spectrestatus3,05-04-2017,IDGAF about #Syria, your sob stories or gassing little camel kids. It's none of our business and not worth one American life.
mimi_soper,03-04-2017,6 Simple Ways to Revamp Your Small Business' Online Presence https://www.entrepreneur.com/article/292160 
dgoodwine,08-04-2017,Congrats to Hadee, Zach, & Blake for 3rd place in Business Plan @AlabamaFBLA @vhcschools @VHHSRebels @VestaviaCTE.pic.twitter.com/4i2XbjqFoi
KingChapo5,05-04-2017,The work gone get done regardless mind ya business. https://twitter.com/atari_jones/status/844981745439166464 …
VendorFit_ERP,03-04-2017,6 Tips to stay on track financially and keep your business moving in the right direction @startupsco http://buff.ly/2owmIkO pic.twitter.com/VbiRTs8RTt
nalisaaa,06-04-2017,Y'all can't just say her wearing burkini without comparing & condemning Malaysian girls having a good time & minding their business huh https://twitter.com/eddieyusoff/status/849952479823282177 …
BeTheWOLFF,03-04-2017,The process... #business #startup #motivation #makeyourownlane #growth #social #media #entrepreneur #ThinkBIGSundayWithMarshapic.twitter.com/WOqLAa6lzS
MirthBirth,03-04-2017,10 things you forgot about copywriting http://bit.ly/mystoryguide  #business
artbylynettag,04-04-2017,Eric Abetz slams big business 4 supporting #marriageequality #auspol http://www.smh.com.au/federal-politics/political-news/fed-up-eric-abetz-slams-big-business-over-latest-samesex-marriage-push-20170403-gvcfjv.html … https://www.hks.harvard.edu/news-events/news/articles/disgust-homophobia-research-jun09 …pic.twitter.com/bxFPBdQYUF
business,09-04-2017,Why your home bar needs a Japanese twist https://bloom.bg/2ntzZxw pic.twitter.com/uuCKpT6pke
TraderAmerican,03-04-2017,Trade UK Total Business Investment Report. Forex Trading Robots Real Account. http://americanstocktrader.com/trade-uk-total-business-investment-report-forex-trading-robots-real-account/ …pic.twitter.com/O2i9PZ7jIM
marisaprmshl,03-04-2017,I swear being constantly labeled is annoying. I could be whoever, whenever, wherever I want to be, and it's still none of your business.
business,04-04-2017,When transatlantic airfares cost $65, who actually foots the bill? https://bloom.bg/2nRZwxw pic.twitter.com/hdYHgxTMaP
mowc1,07-04-2017,@burlingtoncofc Congratulations @burlorthotics for Business Of The Year! #bcofcgala #BurlON pic.twitter.com/3JaYRdhquKpic.twitter.com/sSbYR2lrbE
felabankolemoh,04-04-2017,We recognize that for this project to work, there has to be a solid business model around it & we are engaging private sector #LagosEdTech
business,10-04-2017,This synthetic cartilage can give arthritis sufferers a full range of motion https://bloom.bg/2nvgiFE pic.twitter.com/mpeSGSLAfH
jochendria,04-04-2017,Rants here, there and everywhere again. Focus on your fandom's issue (concert chaos) than messing around with Kathryn's business.
handymanbrewery,12-04-2017,Today we traded @handymanbrewery IPA for fresh free range bootle eggs with @SafeBrian thats how all business should be done! pic.twitter.com/uyIIOxuhUO
Onision,07-04-2017,Or we could just mind our own business & stop wasting trillions of dollars on ending lives... or that.
IamMalD,05-04-2017,All I do is mind my business and smoke my gas
YesJulz,12-04-2017,A real friend will value your time, talent & business. They won't take advantage of your kindness.
GBChamberBoss,03-04-2017,Check out @GrBhamChambers Mayoral toolkit for your business to encourage your people to vote 4th May. Free to all & easy to use #BrumHourpic.twitter.com/HTYNdULt56
AskRaushan,07-04-2017,Increase operation Efficiency Increase portible Business and Loyalty Ensure Regulator compliance n Security #IT4Rail @vinitgoenkapic.twitter.com/wgNqyNPGkl
barryb1478,09-04-2017,Private schools are ran as a business and should pay VAT. They are not a charity and that status should be removed. #marr
_sid2nonchalant,08-04-2017,idc how bad we get into it if i ever fwy on any level i'll never down talk u or put business out that shit bogus.
WeCareFarming,03-04-2017,Today most #farms are not #sustainable & driving small family farms that practiced #sustainability out of business http://simplymanna.com/sustainable-farming/ …pic.twitter.com/skqDDcq0tW
carmelspice1964,03-04-2017,Advertise your business/product/service w/radio show that's rebroadcast on 4 radio stations & reaches ppl worldwide pic.twitter.com/qmUitNW8Op
modestproposal1,07-04-2017,Small business owners were too busy responding to surveys about how confident they are to hire anyone
business,03-04-2017,Here are the rules you need to know for a job interview in Japan https://bloom.bg/2nPJJkq pic.twitter.com/EB7hQSjwwO
realasmyhair,12-04-2017,I'm sure there are several other reasons why Tip left Tiny and he's being a gent not speaking on them cuz it's NOBODYS DAMN BUSINESS!!
TaurusIsMagic,03-04-2017,#Taurus's is the zodiac 'gangsta' quiet, shy, help you, don't share pain, don't smile for no reason, and mind they're own business.
Victor_Emerson,03-04-2017,Believe it or Not...I send a large majority of my business emails out on Sundays so that potential clients see it first thing Monday
SWEPJobs,03-04-2017,Experienced Business Studies/Economics Teacher Needed for New Specification Writing Project-Cardiff, Cardiff (Caerd http://jobs.localworld.co.uk/job/505327603/experienced-business-studies-economics-teacher-needed-for-new-specification-writing-project/?TrackID=251 …
taaaaurus,05-04-2017,#Taurus : My Life, my choices, my mistakes, my lessons, not your business.
mayk47_,11-04-2017,Even when you mind ya business & stay out the way, someone gon hate you for minding ya business & staying out the way
mags_tony,06-04-2017,Let other people do what they need to do to make themselves happy, mind your business and do what you need to do to make yourself happy
HSBCUKBusiness,03-04-2017,We asked top entrepreneurs to share the best business advice they've ever received. #BritishEntrepreneurspic.twitter.com/qlhbmQ7q0D
TMITGS,05-04-2017,“There is nothing more provocative than minding your own business.” William S. Burroughs, pic by Baron Wolman pic.twitter.com/Kdif1JKZ0Q
el_bonga,05-04-2017,Under the leadership of Mallam El-Rufai, Kaduna is regarded as the best state for ease of doing business. KD is going places #kadinvest
YoungSachemusic,03-04-2017,Got me some #tacobell #SocialMedia #Marketing #Promotions #Music #Business #Event #md #Artist… https://www.instagram.com/p/BSZM8fNldwN/ 
Ohannahmama,03-04-2017,#Gorsucks Bad for Humanity Good for Big Business
AndersonFolkoff,03-04-2017,Use today to take care of yourself: Take Risks on Your Business, Not Your Body http://buff.ly/2oxW1wa  via @Entrepreneur #smallbizpic.twitter.com/k5RGW0SEWv
business,11-04-2017,Is the world's biggest shipbuilder too big to fail? https://bloom.bg/2otKcJN pic.twitter.com/mfJPhKH6TP
IngridStefu,03-04-2017,Forget fear and make online money! Start a giant business! See now details on the website : http://bit.ly/2cAOxpJ pic.twitter.com/owjtP388gJ
bekkahldn,06-04-2017,Minding your own business is good for the soul.
keepdalightson_,04-04-2017,4. Looking stupid on social media telling all your relationships business
business,03-04-2017,ESPN has seen the future of TV and they're not really into it https://bloom.bg/2oqggiC pic.twitter.com/lk7HKpTk3k
SocialMediaHats,03-04-2017,Pinterest for Business: Build Your Brand with Pinterest http://thesmh.co/1jFEcmW  #Pinterest #Business #SocialMediapic.twitter.com/rj4lzFOb7g
lauren_boden__,10-04-2017,I don't understand why people are so concerned with everyone else but themselves. Mind your own business
MobileAPPtelli,11-04-2017,Hire Top Mobile App Programmers for business or enterprise mobile app development – http://MobileAPPtelligence.com  http://dlvr.it/NsGDCZ pic.twitter.com/RZaK5AJfVx
liluzithug,08-04-2017,if I say im going to sleep and you see me on twitter mind yo business im sleep
WHAS11Holden,12-04-2017,Local business owners tell @WHAS11Doug and I that the @loucityfc stadium will be built in Butchertown near Cabel and Adams Street @WHAS11
heyitsjustttre,06-04-2017,Honestly just looks like sis @artdecoxxx was out here minding her black ass business when French Montana ashy nasty ass came thru
DejanaLana,09-04-2017,I mind my business but I do pay attention
rowrowlean,13-04-2017,This episode ft. @LeonLategan will completely change your perspective when it comes to your business: http://pgj.cc/CRChIm  #Wednesdaypic.twitter.com/raidpDDn1z
business,03-04-2017,MORE: A improvised bomb filled with shrapnel detonated inside a train, Interfax reports https://bloom.bg/2n41lu3 pic.twitter.com/B7CefGcqGi
franchisingSA,03-04-2017,OK Franchise Division is giving away R200,000 cash prize to fund a franchise business click here for more details. http://dld.bz/f8zyx pic.twitter.com/zfnVIBjvex
alexandralynnn_,04-04-2017,Clifton Park logic #2: Let's cut down trees to build more business space as if the Clifton park mall isn't basically abandoned
NYCSmallBiz,03-04-2017,Advertising: The Ad Feels a Bit Like Oscar Bait, but It’s Trying to Sell You an iPhone http://dlvr.it/NnR0Th  #NYT #Business
lawrenceliou,11-04-2017,A paid customer should never deserve such treatment. #UnitedAirlines days in business is in counting... #UnitedAirlinesAssault
beautifuldad10,03-04-2017,some ppl are desperate to get in my business and talk *about* me instead of talk *to* me. this aint a side show mfer why are u here..?
IoTRecruiting,05-04-2017,How to Nail your #InternetOfThings Interview https://www.linkedin.com/pulse/how-nail-your-internet-things-interview-bill-mccabe … #AI #IoT #IoE #IIoT #BigData #BlockChain #Fintech #Cognitive #Business pic.twitter.com/4JzDbrn2gi
utilitywiseplc,07-04-2017,We're working hard to help our customers change the way they do business. Want to join us? http://hubs.ly/H06_Qs50  #UTWcareerspic.twitter.com/fVBtOvS2bD
jaymo007,03-04-2017,When @AJStylesOrg the best in the business hits this tonight it's game over. #p1 #stylesvsmcmahonpic.twitter.com/JiswdRWOas
MusicalBumps,04-04-2017,Could you run your own early years music business? Find out more now! http://www.musicalbumps.com/business-opportunities/ …pic.twitter.com/1NVruFo6jh
txnoelizabeth,03-04-2017,Everyday always up in my business. Worry about yourself please
CompleteScrub,03-04-2017,John Addison: 4 Inspiring Quotes From the Most Influential #Leaders of All Time http://j.mp/2ooSx1F  via @successmagazine #business #ceo
menutype,03-04-2017,good work > rushing to meet deadlines and print business cards and a portfolio book I dont even like
stef_k_uk,03-04-2017,Join #IBM Power Business Partner Technical Exchange on 25-27 April & learn more about #cognitive technology.... http://bit.ly/2n1ZGFs 
MichelleJ_MJ,03-04-2017,Give great gifts while supporting small business http://BaliBoutiqueOnLine.com pic.twitter.com/bWcEkUn6q5
Dart_Adams,12-04-2017,Charlie Murphy was a multitool. He learned the business from the inside out then found his calling. He produced, did comedy & wrote...
lovechiaaa,11-04-2017,Corcoran's too small to be trying to sneak around without someone finding out ya business lmao
redheadrachel,03-04-2017,Starting a coaching business while still working a 9-5? @BettyMeansBiz has some great advice for you!http://bit.ly/2oxdULI 
KlaxonCapital,03-04-2017,Home prices increasing creates a "wealth effect". To sustain small business->confidence, less risk adverse behavior, and investment.
Canada_Startups,07-04-2017,If you're serious about starting your own business, use this Promo Code: 25-OFF to register with us now http://ow.ly/CTTw30apnY8 
BarbaraCorcoran,05-04-2017,If you plan to be a big success, don’t pace yourself or rely on a business plan. The key is always biting off more than you can chew.
Canada_Startups,06-04-2017,Applied for #Government Funding for your Small Business? You probably did it wrong.. https://www.canadastartups.org/how-do-i-apply-for-government-funding/ …
AsapKalon,10-04-2017,Why y'all hate the celtics so much all we did was rebuild and mind our business
1jasliz,03-04-2017,Excellent. Breitbart complicit election fraud. Hope Bannon & Breitbart tried convicted & assets seized--out of business.
business,07-04-2017,#5things -Xi and Trump -Markets meander -Big banks to stay big -Japan data -Futures up https://bloom.bg/2niz8j8 pic.twitter.com/10owM4WmOW
__natejr,06-04-2017,Nowadays relationships last 3-5 business days
flawlessk_,08-04-2017,if you make your business everyone else business, don't get mad when people start to snoop in your shit.
TonnyRutakirwa,03-04-2017,Change is inevitable! #Entrepreneur #Business #Startup #Success #MakeYourOwnLane #defstar5 #mpgvip #Quotes #inspiration #MondayMotivationpic.twitter.com/bQLJkTOwsV
Communifire,03-04-2017,How #OnlineWorkspaces Can Help to Improve Your #Business #intranethttp://hubs.ly/H06GVSl0 
business,04-04-2017,President Buhari’s change of tack in Nigeria’s Niger River delta boosts oil output https://bloom.bg/2o5jjf0 pic.twitter.com/6bVLI6PkAi
bullringteeth,03-04-2017,GrBhamChambers: RT GBChamberBoss: Check out GrBhamChambers Mayoral toolkit for your business to encourage your peo… https://twitter.com/i/web/status/848613251311128578 …
WickedLilLo,05-04-2017,Businesses be so quick to take money out your account, but when they need to return it 3-5 business days. Refund me w/ that same quickness.
business,13-04-2017,United's Oscar Munoz goes from savior to man in the hot seat really fast https://bloom.bg/2p9riWr pic.twitter.com/jJOixFqqp9
jeweleaves,07-04-2017,Underoath // It's Dangerous Business Walking Out Your Front Door pic.twitter.com/y43FFpZ7tk
stadiumexp,03-04-2017,JOB VACANCY: Business Development Manager @AllianzPark @Saracens http://bit.ly/2mIX65Y  Closes 7th April 2017 #eventprofs #sales #London
ClouDatAI,03-04-2017,cloudpsi : 5/6-7 Boston AI Big Data Cloud Boot Camp - http://eventbrite.com/e/boston-deep-learning-pb-scale-ai-big-data-cloud-boot-camp-build-operate-data-pipeline-data-lake-tickets-33366624472 … Foundations of Business : http://www.amazon.com/gp/product/1285193946/ref=as_li_tf_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=1285193946&linkCode=as2&tag=hardwaresoftw-20 …
business,05-04-2017,Turkey’s banks issue mortgages at a loss after government pushes for housing market revival https://bloom.bg/2p072WC pic.twitter.com/zP67KqaGDB
chicagojustice,10-04-2017,Dawson meant business! #ChicagoJustice
GirikonLLC,12-04-2017,Which is The Best #CRM for Small Business? #Salesforce #smallbusiness #SmallBiz
serge_poznanski,03-04-2017,business: Denver's pot industry has a unexpected downside https://bloom.bg/2n22pP1 pic.twitter.com/bBym44tbUg
TheDennisWagner,03-04-2017,How To Create A Successful Business In Only Five Steps http://thedenniswagner.com/  #Business #Success #StartUppic.twitter.com/MavXgk8ylD
ottokajitwinkie,06-04-2017,It wouldn't be a good business tactic but I rather exo all go together to the army and I wouldn't handle it if bbh and pcy don't go together
jamesburchill,03-04-2017,Have you booked your vendor table to showcase your #business? There's still time and tables available. http://SFNtradeshow.com/booking  #BurlONpic.twitter.com/31iWyjK38z
NoWordsForTurds,11-04-2017,I Mean..Its Ludacris pic.twitter.com/G7bfT6HvT7
izzetmtgnews,10-04-2017,AMONKHET DOWN TO BUSINESS, PART 2 http://magic.wizards.com/en/articles/archive/making-magic/amonkhet-down-business-part-2-2017-04-10 …pic.twitter.com/KcZSiCh1wR
business,06-04-2017,White middle class Americans are dying at a skyrocketing rate https://bloom.bg/2nLB0gy pic.twitter.com/dimKqtiIcC
Net1on1,03-04-2017,Start your own #sextoy business with our dropshipping service - http://bit.ly/23opruQ pic.twitter.com/drkNIHDLY6
e2globalvillage,03-04-2017,Peek Inside Daily Business #88: Operations, #eCommerce, #Tech, Money Management http://ow.ly/S9cc30annJ7 pic.twitter.com/ne6foXkkNZ
IvelisseArroyo,03-04-2017,Success requires more closely engaging with consumers & completely solving their needs http://www.brandquarterly.com/long-play-competing-new-phase-consumer-empowered-retail … #customerexperience #business
JoeGandelman,03-04-2017,As Rush, Sean and all the conservative bloggers who made a big deal about Obama and golf don't say a thing. (Hypocrisy G.O.P.)
westsidefuture,04-04-2017,just worry about your business and do what you need to do to stay on point .
dj_rocklee,03-04-2017,I don't understand why people get so hurt when I tell them to stay out of MY business.
lukejbutterly,10-04-2017,Cost of a settlement application = £2,297. Actual cost to the Home Office to process this application = £252. Xenophobia is a business. pic.twitter.com/uEpgnKnsrK
Xposure4All,05-04-2017,#Advertise your #Twitter, #LinkedIn or #SoundCloud page, #website or #business via http://xposure4all.com pic.twitter.com/cGAFZgu3X9
BotSpotterBot,03-04-2017,#WIN! Simply Follow + Retweet for a chance to win Martin Sheen's grundle-wringing Caustic Potato Business #WINpic.twitter.com/DMalExWRoo
JessFromIg,07-04-2017,Trump gone get us killed beefing with Syria. A bitch been chilling & minding my business. I don't need this @Drebae_ pic.twitter.com/D2ePEIas0u
business,12-04-2017,Are robots and data nerds coming for your financial-services job? https://bloom.bg/2oyPELx pic.twitter.com/By0Ahe744L
RciNext,03-04-2017,Adopt #Interop - not under compulsion to do so. #IOT #Technology #business #SEO #ML #DL #chatbot #fintech #medtech #smarthome #smartcity #ai
business,13-04-2017,AMD is betting on extra-fast Wi-Fi to help boost VR https://bloom.bg/2p8YxcB pic.twitter.com/aqMtV7WcBE
DonaldLanders,11-04-2017,http://entrepreneur.com/article/292425  Winning Team For Strategic Business Funding Coast to Coast Fast...Contact: http://www.dbigfish.com pic.twitter.com/gq4oXGr2D7
breetallyhonest,04-04-2017,Evening news spent 15 min on irrational fear that Trump makes a profit from his company's business operations and 30 seconds on #SusanRice.
UTW_RanjitS,04-04-2017,U team assemble  @utilitywiseplc  #UTWwater, #openwatermarket, #UTeam #lifeatUTW #business #charitytuesday #MPANMAN #waterdereg #redpic.twitter.com/S3x5iXlr5q
mdotcarney,03-04-2017,Congrats to @NathanPoppe on his latest business venture: manufacturing trucker flaps pic.twitter.com/rsdpGHsTBT
husbdean,08-04-2017,#Howard School of Business students Win #L'Oréal's NY Brandstorm Competition - are invited to Paris World Competitionpic.twitter.com/mbWLALxcGv
LanceTamashiro,03-04-2017,Starting a #Business and Filling a Need @Elegant_Entre http://goo.gl/yeE4uB  One of the most inspiring #podcasts!pic.twitter.com/RPxjvXDQnW
AdelaideKane,08-04-2017,Mary giving Darnley the business @IamWillKemp #reign
ibcnu2222,07-04-2017,Looking for a business opportunity? Love ? Watch and learn how you can make selling from home. https://vimeo.com/211252304  @onceuponawine_pic.twitter.com/ooPpYzpdxI
himani_kankaria,04-04-2017,Social Media Strategy for Businesses #socialmedia #socialmediamarketing #makeyourownlane #startups #business #defstar5 #DigitalMarketingpic.twitter.com/bQCj8937ev
MsgsForYou,12-04-2017,Who wants to promote their business or their twitter account. Who wants to have an active and real followers? Kindly DM us for cheap prices.
Forbes,11-04-2017,This young entrepreneur is using Facebook and Instagram to build a business in Gaza http://on.forbes.com/60128jmEY pic.twitter.com/muDU9eQZUZ
NTKRNow,03-04-2017,Business coach on facing workplace challenges: ‘It’s all about the mind-set’ http://ift.tt/2nLHTze 
business,07-04-2017,JPMorgan could lose a major 125-year-old revenue stream https://bloom.bg/2o5kxF3 pic.twitter.com/YNM6iCcx2Z
Djlegagneur,03-04-2017,Online Secrets To Grow Your Business Online Part 5 - 3 Types of Traffic https://youtu.be/XP_MVG3n44w#networtkmarketing …pic.twitter.com/kauzVE5rS7
MarshalDeaton,03-04-2017,this is family business, and this is for the family that can't be with us pic.twitter.com/qInnrFnHt5
WesSmith123,10-04-2017,Hello Trumpers, While lyin' to get your vote, Trump was makin' deals with Big Business to charge you for internet. Cheers #HandsOffOurNet
sba_bc,03-04-2017,101 Best Side #Business #Ideas to Start While Working Full-Timehttp://bit.ly/2nhyEbq 
ProgressOutlook,07-04-2017,Trump's supposed business trust allows him to withdraw money at any time. Does not at all alleviate his numerous conflicts of interest.
ReferralsHour,05-04-2017,Follow @ReferralsHour Business need to create relationships & work together We achieve far more together than on our #BizHour #ReferralsHourpic.twitter.com/ZKKETErOXQ
VinylArtStudio,03-04-2017,Specialists in Signs, Vehicle Graphics & Business Branding Contact us on 01482 862266 , enquiries@eysg.co.uk or... http://fb.me/1SPFswjZ4 
utilitywiseplc,04-04-2017,Struggling with bills? Call in the U-Team! Text WATER to 62277 to find out how you could save on your business water. #UTWwater #UTeampic.twitter.com/hVJBfGpCfy
SpicyOpu,03-04-2017,Check it out! spicyopu will design modern and professional business logo for $5 on #Fiverrhttps://www.fiverr.com/s2/0bf3f60e5b 
AceGrogan2,03-04-2017,It ain't hard to mind ya business stop worrying bout who fucking who, niggas be acting like some bitches mane!
jochendria,09-04-2017,Whether it's Holy Week or not—be kind and respectful. Spread the love. Mind your own business. Get a life!
WSJ,11-04-2017,As outsourcing sweeps through the U.S., the videogame business looks a lot like the workplace of the future http://on.wsj.com/2oSiszn pic.twitter.com/Z0vPRMyWR1
meliwhitepearl,11-04-2017,Omgsh! Thanks @idaakaWiida I'm so grateful and excited!! @TheFunRun thanks for taking care of business.. pic.twitter.com/S5dhVoO9Uf
utilitywiseplc,09-04-2017,Find out if you could be paying less for your business electricity and gas: http://hubs.ly/H06_Ss10  #energysavingspic.twitter.com/9c7zK8qgWg
Tadoe230,06-04-2017,Rather be lowkey than everybody in your business
ipfconline1,08-04-2017,#Startups: How to Grow your #Business #GrowthHacking #DigitalMarketing #ContentMarketing #SEO #SMM v/ @jminguezc #Defstar5 #MakeYourOwnLanepic.twitter.com/LA6iDcCwLS
rodwittenberg,03-04-2017,#BigData will impact your business in the coming years, time to prepare is now https://lnkd.in/d2fKXXR 
mattpriorvideo,04-04-2017,Went on business radio this morning with regular collaborator @Stedders325 Thanks Tino for being a great host @businessradio1pic.twitter.com/CJ4QH9SEA3
bkoch1991,03-04-2017,Saints take care of business in game 1 with an 8-3 win over Indiana Tech!
JustCallMeFran,06-04-2017,All I want is to exist in public without random bloodclaats telling me to smile. Hold a suck yuh modda and mind your goddamned business.
ktasche,03-04-2017,How many years have you been doing an online business? http://fb.me/6SQGZqpAm 
crpetersenn,10-04-2017,keep who your business lowkey and watch how much better everything turns out
SynKami,03-04-2017,For $0.00 a day, you too can shut the fuck up, mind your business, and keep god first.
GypsyTailor,03-04-2017,Leather Business Card Holder, Leather Card Case, Hibiscus Prin by GypsyTailor http://etsy.me/2nON03h  via @Etsy
dubstep4dads,10-04-2017,how long before the chicken nugget kid puts "DM for business" in his bio and moves to los angeles
ninaandtito,03-04-2017,Here's more from the bloomberg @business article on Trump camp's THREE voter suppression operations. Note the use of Facebook "dark posts." pic.twitter.com/ArG7HgeEnK
All_IreSummit,10-04-2017,Congratulations to @fenuhealth winners of the All Stars Start-up of the year award at the All-Ireland Business Summit 2017 pic.twitter.com/iNB9VsfCic
virgo700,12-04-2017,#Virgos can get so caught up in their own business/interests that their friends and family may feel neglected.
tonydan32,03-04-2017,That doesn't look like a small business to me.
chris_wanless,03-04-2017,I really don't think there is anyone in the PxP business who builds the excitement of a moment like John Wiedeman.
JukeboxTherapy,09-04-2017,You know why I'm happy? Minding my own business. You should try it.
LouiseRoberts31,03-04-2017,People dont realise how easy this business can be - absolutely anyone can do this! I take an… http://ln.is/www.instagram.com/p/E8gDe …
StacyKarickhoff,08-04-2017,Life's better when nobody knows your business
serge_poznanski,03-04-2017,business: Elon Musk is setting himself up for a fall - and other things we learned this week … pic.twitter.com/i6K5V7ufMb
leader140,03-04-2017,Corporation: An ingenious device for obtaining profit without individual responsibility - Ambrose Bierce #quote #profit #business
firgine,11-04-2017,Hey, I found your Nose, it was in my business again. #DTBYPaghaharap
matthewrobbo6,03-04-2017,He gave everything he had to the business until there was nothing left to give. Ultimate respect for this man. #ThankYouTaker @WWEpic.twitter.com/I0cFC5a3gm
RuPaul,10-04-2017,What other people think of me is none of my GD business. pic.twitter.com/Fy58YyrODf
kimkirmmsetoth,03-04-2017,Find out the 7 simple steps that you can take to build a solid business and make a GREAT income. #freebie http://www.positiveaginginc.com/smallbusinesscoach/ …pic.twitter.com/x5Nhx9XWuh
business,08-04-2017,Is the F-35 a trillion-dollar mistake? https://bloom.bg/2o9ICKP pic.twitter.com/3TxQEPei2e
oceanzzz11,03-04-2017,I'm pretty sure it doesn't say "get involved in my business!!" On my forehead, yet people still feel the need to participate #getalifepic.twitter.com/JxnZQz92Sv
stephenfalk,06-04-2017,Chris Hardwick’s business email is just an auto-reply that responds “I’ll do it.”
EmahalaniRenae,03-04-2017,my face is so clear cause I mind my fucking business try it bumpy
iSamreenJaved,10-04-2017,You may belong to any religion or caste or creed, that has nothing to do with the business of the state ~Quaid #?????_???_???????
JohnLewis1165,11-04-2017,Do your work before the appointed time, and in God’s time He will give you your Reward. #Sirach 51:30 Yes, do it faithfully! #Business pic.twitter.com/tz8zNbKCdk
YoungScarver,05-04-2017,PSA : Mind yo damn business
taylorlovely_,07-04-2017,#NSU21 Business Management Suffolk, VA pic.twitter.com/cLuYQ9Qbe1
MichelleMone,05-04-2017,I'm working on it. My life has changed so much since my Autobiography reg Business & Personal #besteverhttps://twitter.com/krishnaanand_/status/849561570103439361 …
